game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Away_P_8_Name,Away_P_8_ID,Away_P_9_Name,Away_P_9_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_8_Name,Home_P_8_ID,Home_P_9_Name,Home_P_9_ID,Home_P_9_bbrefID
2023-02-25,719386,4,7,11,Max Burt,661733,Everson Pereira,677592,pereiev01,Benjamin Cowles,701496,Trey Sweeney,700242,Andrés Chaparro,665953,Brandon Lockridge,663604,Carlos Narvaez,665966,Matt Pita,681862,Tyler Hardman,676205,Gabriel Rincones Jr.,687282,Carlos De La Cruz,678926,Hao-Yu  Lee,701678,Cody Roberts,663944,Erick Brito,684081,Wendell Rijo,620442,Vito Friscia,687347,Ethan Wilson,681159,Garrett Whitley,663605,Weber,543901,weberry01,"Vásquez, R",681190,vasqura02,Mauricio,676089,Weissert,669711,weissgr01,Danish,641501,danisty01,"Ramirez, N",598286,ramirni01,Snelten,592769,sneltdj01,Pestana,679758,Fitts,690916,"Nelson, N",656793,nelsoni01,McArthur,663704,mcartja01,"Marte, Y",628708,marteyu01,Head,545343,headlo01,Bowden,641386,bowdebe01,Morales,672839,moralfr02,Baker,687900,Cobb,641464,Cruz,672911,cruzje01
