game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_8_Name,Away_P_8_ID,Away_P_8_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2024-03-01,748163,4,8,12,Max McDowell,664120,Luis De Los Santos,665782,Addison Barger,680718,bargead01,Orelvis Martinez,682619,Leo Jimenez,677870,Rafael Lantigua,672463,Cam Eden,686490,edenca01,Damiano Palmegiani,671913,Phil Clarke,671287,Oscar Gonzalez,660757,gonzaos01,J.C. Escarra,641555,Luis Torrens,620443,torrelu01,Greg Allen,656185,allengr01,Josh VanMeter,642165,vanmejo01,Jeter Downs,669023,downsje01,Ben Rortvedt,666163,rortvbe01,Brandon Lockridge,663604,George Lombard Jr.,806146,Dallas,689149,"Nunez, J",650994,Romano,605447,romanjo03,Green,643338,greench03,"García, Y",554340,garciyi01,"Cabrera, G",650893,cabrege01,Eisert,685126,Danner,668470,danneha01,Cole,543037,colege01,Cohen,694660,Bustamante,806628,Weaver,596133,weavelu01,"Santana, D",642701,santade01,Mosqueda,665996,Underwood Jr.,621249,underdu01
