game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_8_Name,Home_P_8_ID,Home_P_8_bbrefID
2022-03-20,707021,2,3,5,Yusniel Díaz,666783,diazyu01,Richie Martin,621006,martiri01,Patrick Dorrian,657562,Rylan Bannon,676625,bannory01,Jahmai Jones,663330,jonesja08,Zach Watson,668789,Zach Jarrett,676913,Mason McCoy,669200,mccoyma01,Jacob Nottingham,641924,nottija01,Tyreque Reed,676627,Hudson Potts,668888,Ryan Fitzgerald,680837,David Hamilton,666152,hamilda03,Gilberto Jimenez,678362,Kole Cottam,663526,Jarren Duran,680776,duranja01,Christian Koss,683766,Jeisson Rosario,671271,Reyes,660593,reyesde02,Naughton,676987,Fry,643316,frypa01,Tate,622253,tatedi01,"Pérez, C",672335,perezci01,"Diplán, M",650959,diplama01,Peralta,650378,Houck,656557,houckta01,Hartlieb,664129,hartlge01,"Crawford, K",676710,crawfku01,Winckowski,670174,winckjo01,"Cole, T",518566,coleta01,Danish,641501,danisty01,Feltman,664687,Bazardo,660825,bazared01
