,game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Home_SP_Name,Home_SP_ID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_4_Name,Home_P_4_ID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID
0,2024-05-23,746714,6,4,10,José Azocar,640492,Luis Campusano,669134,Jurickson Profar,595777,Jackson Merrill,701538,Manny Machado,592518,Fernando Tatis Jr.,665487,Jake Cronenworth,630105,Ha-Seong Kim,673490,Luis Arraez,650333,Elly De La Cruz,682829,Mike Ford,645801,Jonathan India,663697,Jake Fraley,641584,Will Benson,666181,Spencer Steer,668715,Luke Maile,571912,Nick Martini,605361,Stuart Fairchild,656413,Waldron,663362,"De Los Santos, E",660853,Matsui,673513,Estrada,669093,"Suarez, R",663158,Montas,593423,"Cruz, F",518585,Sims,608371,"Díaz, A",664747,Moll,594580,"Farmer, B",571656
