game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Away_P_8_Name,Away_P_8_ID,Away_P_9_Name,Away_P_9_ID,Away_P_9_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID,Home_P_8_Name,Home_P_8_ID,Home_P_8_bbrefID
2024-02-28,748184,4,6,10,Jose Ramos,682947,Brendon Davis,663478,davisbr04,Ryan Ward,669899,Damon Keith,701618,Trey Sweeney,700242,Travis Swaggerty,680552,swaggtr01,Kody Hoese,682210,Griffin Lockwood-Powell,674976,Hunter Feduccia,676439,Elier Hernandez,609274,hernael02,José Godoy,608422,godoyjo01,Jax Biggers,680890,Dustin Harris,687957,Travis Jankowski,608671,jankotr01,Benjamin Blackwell,701295,Abimelec Ortiz,694673,Cameron Cauley,695508,Derek Hill,656537,hillde01,Yamamoto,808967,yamamyo01,"Hudson, Dan",543339,hudsoda01,Harris,677946,"Phillips, E",623465,phillev01,"Kelly, J",523260,kellyjo05,Brasier,518489,brasiry01,"Hernández, El",622694,hernael01,Hobbs,669419,Vanasco,676568,vanasri01,Bradford,674003,bradfco01,"Taylor, B",642130,taylobl01,Yates,489446,yateski01,Sborz,622250,sborzjo01,Latz,656641,latzja01,Pruitt,643493,pruitau01,"Holder, J",656547,holdejo02,"Greene, S",572888,greensh02
