game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2021-03-04,642142,3,6,9,Yairo Muñoz,622168,munozya01,Nick Yorke,694377,César Puello,527049,puellce01,Jonathan Araúz,660620,arauzjo01,Roldani Baldwin,650380,Bobby Dalbec,666915,dalbebo01,Christian Arroyo,624414,arroych01,Jarren Duran,680776,duranja01,Michael Gettys,656455,Yusniel Díaz,666783,diazyu01,Chris Shaw,622046,shawch01,Ryan McKenna,663630,mckenry01,Yolmer Sánchez,570560,sanchca01,Rylan Bannon,676625,bannory01,Taylor Davis,543089,davista01,Stevie Wilkerson,592859,wilkest01,Mason McCoy,669200,mccoyma01,Terrin Vavra,679631,vavrate01,Andriese,542882,andrima01,Houck,656557,houckta01,Feltman,664687,Gonsalves,624427,gonsast01,"Valdez, P",570488,valdeph01,Kremer,665152,kremede01,Watkins,657093,watkisp01,Zimmermann,669145,zimmebr02,Lakins Sr.,664042,lakintr01,Hanhold,621098,hanhoer01
