game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID,Home_P_8_Name,Home_P_8_ID
2023-03-25,718964,8,3,11,Madison Santos,679027,Max Burt,661733,Benjamin Cowles,701496,Andrés Chaparro,665953,Aldenis Sanchez,672479,Rodolfo Durán,660710,Wilmer Difo,594694,difowi01,Anthony Garcia,678803,Estevan Florial,664314,flories01,Dustin Peterson,640460,peterdu01,Bryson Stott,681082,stottbr01,Nick Podkul,674951,Pedro Martinez,680932,Brandon Marsh,669016,marshbr02,Weston Wilson,642215,wilsowe01,Alec Bohm,664761,bohmal01,John Hicks,543308,hicksjo02,Dalton Guthrie,656495,guthrda01,"Vásquez, R",681190,vasqura02,Norwood,656803,norwoja01,Danish,641501,danisty01,Bowman,621199,bowmama01,Mauricio,676089,"Nola, Aa",605400,nolaaa01,Cobb,641464,Barber,673766,Plassmeyer,674681,plassmi01,Kimbrel,518886,kimbrcr01,Bellatti,571479,bellaan01,Alvarado,621237,alvarjo03,Zarbnisky,675640
