game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID
2024-03-23,747830,7,4,11,Mike Boeve,801670,David García,671272,Eric Brown Jr.,687521,Luke Adams,702726,Oliver Dunn,686554,dunnol01,Miguel Briceno,691605,Jackson Chourio,694192,chourja01,Chris Roller,676896,rollech01,Carlos D. Rodriguez,677578,Juan Mora,680643,Parker Chavers,685091,Jorge Alfaro,595751,alfarjo01,Jonathon Long,675085,Joe Hudson,621529,hudsojo03,Ezequiel Pagan,681868,Jake Slaughter,670237,Hayden Cantrelle,676463,Jacob Wetzel,689047,Miley,489119,mileywa01,Ross,605452,rossjo01,Myers,668964,myersto01,"Brown, Be",676962,brownbe02,Almonte,622075,almonye01,"Thompson, K",624522,thompke02,Palencia,694037,palenda01,Whitney,681407,Lovelady,663992,lovelri01,Weiman,676620
