game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2023-03-10,719183,5,6,11,Cristofer Torin,800198,Diego A. Castillo,660636,castidi02,P.J. Higgins,664731,higgipj01,Deyvison De Los Santos,691277,Yairo Muñoz,622168,munozya01,Brett Johnson,805842,Phillip Evans,595943,evansph01,Ali Sánchez,645305,sanchal04,Camden Duzenack,670427,Nick Martini,605361,martini02,TJ Hopkins,686759,hopkitj01,Richie Martin,621006,martiri01,Edwin Arroyo,695490,Nick Quintana,666161,Chuckie Robinson,642020,robinch04,Tyler Callihan,682997,Jose Barrero,676480,garcijo02,Jason Vosler,613564,vosleja01,Pfaadt,694297,pfaadbr01,Teller,690506,Ginkel,656464,ginkeke01,Melancon,453343,melanma01,"Nelson, K",669459,nelsoky01,Solomon,656981,solompe01,Lodolo,666157,lodolni01,"Brown, Z",641409,Phillips,683175,phillco01,Norris,596057,norrida01,Stockton,691526,Herget,643361,hergeke01,Guerrero,594027,guerrta01
