game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID
2023-03-25,718969,4,4,8,Nathan Church,701675,José Alvarez,672905,Kramer Robertson,670298,roberkr01,Wade Stauss,702328,Justin Toerner,682109,Chris Rotondo,700658,Luken Baker,663609,bakerlu01,Errol Robinson,642021,Juniel Querecuto,578570,quereju01,Brad Malm,694246,Tim Locastro,641796,locasti01,José Peraza,606299,perazjo01,Warren Saunders,683469,Cesar Berbesi,682452,Ronis Aybar,685328,Jonathan Araúz,660620,arauzjo01,DJ Stewart,621466,stewadj01,Michael Pérez,605421,perezmi03,Pallante,669467,pallaan01,VerHagen,572403,verhadr01,"Hicks, J",663855,hicksjo03,Gragg,685401,Roach,681989,Granillo,701552,Megill,656731,megilty01,Yacabonis,642231,yacabji01,McFarland,519008,mcfartj01,Brigham,656257,brighje01
