game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2022-04-01,706961,6,2,8,Max Burt,661733,Eric Wagaman,676572,Aldenis Sanchez,672479,Pat DeMarco,668792,Carlos Narvaez,665966,Anthony Volpe,683011,volpean01,Max McDowell,664120,Ryder Green,680685,Eduardo Torrealba,665908,Eric De La Rosa,680763,Bryant Packard,669741,Dillon Dingler,693307,Daniel Cabrera,668667,Ryan Kreidler,668952,kreidry01,Jack López,605346,lopezja03,Dane Myers,667472,myersda01,Ryan Lavarnway,543432,lavarry01,Dustin Garneau,572863,garnedu01,Cole,543037,colege01,Marinaccio,676760,marinro01,Holmes,605280,holmecl01,Green,643338,greench03,Loáisiga,642528,loaisjo01,"Abreu, A",656061,abreual01,"Alexander, T",641302,alexaty01,Hutchison,571800,hutchdr01,"Barnes, J",606930,barneja01,Foley,671345,foleyja01,"Rodriguez, El",660730,rodriel02
