game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2022-03-29,707065,2,14,16,Kyle Schwarber,656941,schwaky01,Marcus Lee Sang,686984,Donny Sands,664848,sandsdo01,Madison Stokes,657010,McCarthy Tatum,657029,Yairo Muñoz,622168,munozya01,Freylin Minyety,700824,John Andreoli,607430,andrejo03,Ethan Wilson,681159,Ronald Guzmán,608597,guzmaro01,José Peraza,606299,perazjo01,Max Burt,661733,Ryan LaMarre,534606,lamarry01,Benjamin Cowles,701496,Aldenis Sanchez,672479,Pat DeMarco,668792,Anthony Volpe,683011,volpean01,David Freitas,571679,freitda01,"Nola, Aa",605400,nolaaa01,Barrett,502578,barreaa01,Bellatti,571479,bellaan01,"Kelly, M",547184,kellymi03,Duron,663975,duronni01,Marconi,687498,Schmidt,657376,schmicl01,Luetge,476595,luetglu01,"Peralta, Wa",593974,peralwa01,Holmes,605280,holmecl01,Green,643338,greench03,Loáisiga,642528,loaisjo01,"Abreu, A",656061,abreual01
