game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2023-03-22,719002,1,5,6,Patrick Mazeika,664850,mazeipa01,Michael Reed,642002,Luke Williams,663897,willilu01,Kody Hoese,682210,Bryson Brigman,624417,Drew Avans,682183,Steven Duggar,621453,duggast01,Kyle Nevin,693819,Josh Stowers,663618,Mike Ford,645801,fordmi01,José Caballero,676609,cabaljo01,Jacob Nottingham,641924,nottija01,Leonys Martin,547982,martile01,Jake Scheiner,676595,Bill Knight,681098,Colin Moran,592567,moranco01,Mason McCoy,669200,mccoyma01,Walking Cabrera,676004,Pepiot,686752,pepiory01,Curtis,656342,"Scott, Tay",605463,scottta02,Cyr,664202,cyrty01,Pilarski,702355,Leasure,673929,leasujo01,Kirby,669923,kirbyge01,Speier,642100,speiega01,Castillo. D,650895,castidi01,Clarke,669247,Adcock,686654,adcocty01
