game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2021-03-26,642059,5,2,7,Kody Clemens,665019,clemeko01,Riley Greene,682985,greenri03,Dillon Dingler,693307,Jacob Robson,615699,robsoja01,Daniel Pinero,615697,Spencer Torkelson,679529,torkesp01,Ryan Kreidler,668952,kreidry01,Eric Haase,606992,haaseer01,Derek Hill,656537,hillde01,Will Craig,643269,craigwi01,Canaan Smith-Njigba,675986,smithca05,Nick Gonzales,693304,gonzani01,Rodolfo Castro,666801,castrro01,Oneil Cruz,665833,cruzon01,Troy Stokes Jr.,657011,stoketr01,Cal Mitchell,668751,mitchca01,Michael Pérez,605421,perezmi03,Ji Hwan Bae,678225,baeji01,Boyd,571510,boydma01,"Ramírez, E",541640,ramirer02,Krol,571871,krolia01,Funkhouser,608335,funkhky01,Anderson,542881,anderty01,Cahill,502239,cahiltr01,Howard,607572,howarsa01,Underwood Jr.,621249,underdu01,Bashlor,641341,bashlty01
