game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID
2022-03-31,706841,2,13,15,Sam Hilliard,656541,hillisa01,Bret Boswell,641385,Wynton Bernard,592144,bernawy01,Carlos Pérez,542208,perezca02,Coco Montes,663796,monteco01,Aaron Schunk,668845,Ryan Vilade,668723,viladry01,Grant Lavigne,680693,Hunter Stovall,667663,Jhonny Pereda,640902,peredjh01,Brett Auerbach,682266,Bryce Johnson,669369,johnsbr03,Armani Smith,669702,Alex Blandino,607468,blandal01,Austin Dean,621573,deanau01,Arquímedes Gamboa,660614,Wyatt Mathisen,621500,mathiwy01,Jason Vosler,613564,vosleja01,Kuhl,641771,kuhlch01,"Holder, H",595988,Goudeau,623485,goudeas01,Kennedy,663943,"Smith, C",663385,smithch12,"Lawrence, J",664875,lawreju01,Wood,622072,woodal02,"Walker, R",676254,walkery01,Doval,666808,dovalca01,Junis,596001,junisja01
