game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID,Home_P_8_Name,Home_P_8_ID,Home_P_8_bbrefID
2021-03-15,641594,2,3,5,Michael Chavis,656308,chavimi01,Gilberto Jimenez,678362,Triston Casas,671213,casastr01,César Puello,527049,puellce01,Jonathan Araúz,660620,arauzjo01,Kole Cottam,663526,Jarren Duran,680776,duranja01,Chad De La Guerra,664750,Michael Gettys,656455,Taylor Walls,670764,wallsta01,Kevin Padlo,656821,padloke01,Moisés Gómez,664332,Brendan McKay,656713,mckaybr01,Tristan Gray,656484,graytr01,Garrett Whitley,663605,Miles Mastrobuoni,670156,mastrmi01,Ryan Boldt,624416,Brett Sullivan,664954,sullibr01,Pivetta,601713,pivetni01,Sawamura,617228,sawamhi01,Winckowski,670174,winckjo01,"Taylor, J",657031,taylojo02,"Barnes, M",598264,barnema01,Brewer,605155,breweco01,Ryan,657746,ryanjo04,Strickland,519326,strichu01,McClanahan,663556,mcclash01,Fleming,676596,flemijo01,Fairbanks,664126,fairbpe01,"Thompson, R",657044,thompry02,Hess,605276,hessda01,Rosenberg,670046,rosenke01
