game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2021-03-22,642087,4,5,9,Brandon Drury,592273,drurybr01,Mallex Smith,605480,smithma05,José Peraza,606299,perazjo01,Jonathan Villar,542340,villajo01,Mike Montgomery,543557,montgmi01,Brett Baty,683146,batybr01,Albert Almora Jr.,546991,almoral01,Bruce Maxwell,622194,maxwebr01,Kevin Pillar,607680,pillake01,Michael Brantley,488726,brantmi02,Carlos Correa,621043,correca01,Colton Shaver,656953,Kyle Tucker,663656,tuckeky01,Yuli Gurriel,493329,gourryu01,Jose Altuve,514888,altuvjo01,Abraham Toro,647351,toroab01,Myles Straw,664702,strawmy01,Yordan Alvarez,670541,alvaryo01,Lucchesi,664192,lucchjo01,Blevins,460283,blevije01,Eickhoff,595191,eickhje01,"Montgomery, M",543557,montgmi01,"Abreu, B",650556,abreubr01,Cishek,518553,cishest01,"Raley, B",548384,raleybr01,Emanuel,592288,emanuke01,"Velázquez, H",584171,velazhe01
