game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2021-03-03,641814,1,4,5,Breyvic Valera,591971,valerbr01,Cullen Large,675925,Chris Bec,681804,Jordan Groshans,677954,groshjo01,Miguel Hiraldo,677599,Richard Urena,620446,urenari01,Tyler White,643603,whitety01,Gabriel Moreno,672515,morenga01,Otto Lopez,672640,lopezot01,Armando Alvarez,669137,Mike Ford,645801,fordmi01,Thomas Milone,641882,Sócrates Brito,593647,britoso01,Oswald Peraza,672724,perazos02,Robinson Chirinos,455139,chiriro01,Andrew Velazquez,623205,velazan01,Michael Beltre,642461,Hoy Park,660829,parkho01,Woods Richardson,680573,woodssi01,Manoah,666201,manoaal01,Allgeyer,680430,allgeni01,Snead,669912,sneadki01,"Castro, A",621593,castran02,Kluber,446372,klubeco01,Warren,476589,warread01,Goody,580792,goodyni01,Cessa,570666,cessalu01,Loáisiga,642528,loaisjo01,Barraclough,607457,barraky01
