game_id,game_date,runs_home,runs_away,runs_total,home_id,home_name,away_id,away_name,home_oddshark_id,away_oddshark_id,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID
746787,2024-06-09,3,2,5,145,Chicago White Sox,111,Boston Red Sox,27018,27021,Jarren Duran,680776,duranja01,Enmanuel Valdez,665839,valdeen01,Rob Refsnyder,608701,refsnro01,Dominic Smith,642086,smithdo02,Connor Wong,657136,wongco01,David Hamilton,666152,hamilda03,Bobby Dalbec,666915,dalbebo01,Reese McGuire,624512,mcguire01,Corey Julks,667452,julksco01,Nicky Lopez,670032,lopezni01,Luis Robert Jr.,673357,roberlu01,Gavin Sheets,657757,sheetga01,Andrew Vaughn,683734,vaughan01,Paul DeJong,657557,dejonpa01,Oscar Colás,693049,colasos01,Lenyn Sosa,672820,sosale01,Chris Flexen,623167,flexech01,Zack Kelly,677161,kellyza01,Sammy Peralta,671111,peralsa01,Greg Weissert,669711,weissgr01,Justin Slaten,686580,slateju01
