game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2021-02-28,641585,7,9,16,CJ Alexander,680769,Braden Shewmake,669699,shewmbr01,Drew Waters,671221,waterdr01,Sean Kazmar Jr.,453527,kazmase01,Logan Brown,682204,Bryce Ball,668787,Terone Harris III,674677,Justin Dean,681909,Shea Langeliers,669127,langesh01,Kevin Padlo,656821,padloke01,Moisés Gómez,664332,Wander Franco,677551,francwa01,Vidal Bruján,660644,brujavi01,Tristan Gray,656484,graytr01,Garrett Whitley,663605,Blake Hunt,675448,Ryan Boldt,624416,René Pinto,650907,pintore02,Wright,657140,wrighky01,Johnstone,641733,"Newcomb, S",656794,newcose01,Edwards Jr.,605218,edwarca01,Weigel,622256,weigepa01,Davidson,656353,davidtu01,Burrows,641425,Ellis,595939,ellisch01,Strickland,519326,strichu01,Kittredge,552640,kittran01,Springs,605488,sprinje01,Allie,592105,Krehbiel,607216,krehbjo01,"Ríos, Y",605441,riosya01
