game_id,game_date,runs_home,runs_away,runs_total,home_id,home_name,away_id,away_name,home_oddshark_id,away_oddshark_id,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,over_under_runline
717914,2023-06-03,2,4,6,120,Washington Nationals,143,Philadelphia Phillies,27017,26995,Kyle Schwarber,656941,schwaky01,Nick Castellanos,592206,casteni01,Bryce Harper,547180,harpebr03,Trea Turner,607208,turnetr01,J.T. Realmuto,592663,realmjt01,Brandon Marsh,669016,marshbr02,Josh Harrison,543281,harrijo05,Drew Ellis,656403,ellisdr01,Lane Thomas,657041,thomala02,Luis García Jr.,671277,garcilu04,Jeimer Candelario,600869,candeje01,Joey Meneses,608841,menesjo01,Dominic Smith,642086,smithdo02,Keibert Ruiz,660688,ruizke01,CJ Abrams,682928,abramcj01,Corey Dickerson,572816,dickeco01,MacKenzie Gore,669022,gorema01,Matt Strahm,621381,strahma01,Erasmo Ramírez,541640,ramirer02,Chad Kuhl,641771,kuhlch01,Andrew Vasquez,607755,vasquan02,Dylan Covey,592229,coveydy01,Yunior Marte,628708,marteyu01,Gregory Soto,642397,sotogr01,Seranthony Domínguez,622554,dominse01,Craig Kimbrel,518886,kimbrcr01,8.5
