game_date,gamepk,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Away_P_7_Name,Away_P_7_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_4_Name,Home_P_4_ID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2024-02-25,748229,5,5,Mark Payton,592622,paytoma01,Bryan Ramos,682868,ramosbr01,Carlos Pérez,656024,perezca03,Colson Montgomery,695657,Dominic Fletcher,666150,fletcdo01,Adam Hackenberg,680753,José Rodríguez,679563,rodrijo09,Zach Remillard,621545,remilza01,Oscar Colás,693049,colasos01,A.J. Vukovich,691021,Tim Tawa,694374,Adrian Del Castillo,680728,Kristian Robinson,677565,Caleb Roberts,681134,Andrés Chaparro,665953,Blaze Alexander,677942,alexabl01,Kevin Newman,621028,newmake01,Tristin English,663536,Cannon,686563,cannojo02,"Shaw, B",543766,shawbr01,"Lambert, J",669424,lambeji01,"García, D",665620,garcide01,Adams,690279,Freeman,673965,Schweitzer,805326,Cecconi,677944,ceccosl01,"Castellanos, H",528748,castehu01,Albright,681475,Pope,687166,Montes De Oca,801216,Morales,672839,moralfr02
