game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2023-03-05,730651,12,4,16,James Free,686989,Jhonny Pereda,640902,peredjh01,Christian Encarnacion-Strand,687952,encarch01,Nick Martini,605361,martini02,Nick Plummer,663911,plummni01,Quincy McAfee,687331,Richie Martin,621006,martiri01,Nick Quintana,666161,Stuart Fairchild,656413,faircst01,Lawrence Butler,671732,butlela01,Cody Thomas,642137,thomaco01,Kevin Cron,605196,cronke01,Ernie Clement,676391,clemeer01,Max Muncy,691777,Jordan Diaz,672478,diazjo03,Zack Gelof,680869,gelofza01,Cristian Pache,665506,pachecr01,Daniel Susac,691740,Lodolo,666157,lodolni01,Phillips,683175,phillco01,"Abbott, A",671096,abbotan01,Lively,594902,livelbe01,Sousa,656986,sousabe01,Blackburn,621112,blackpa01,Fishman,670288,fishmja01,Medina,665622,medinlu02,Acevedo,642758,acevedo01,"Jiménez, D",666204,jimenda01,"Ruiz, N",650204,ruizno01,"Harris, H",663687,harriho03
