game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2021-05-20,634059,2,3,5,Joakim Soria,465657,soriajo01,Josh Rojas,668942,rojasjo01,Nick Ahmed,605113,ahmedni01,Ketel Marte,606466,marteke01,Andrew Young,670370,youngan02,David Peralta,444482,peralda01,Josh Reddick,502210,reddijo01,Stephen Vogt,519390,vogtst01,Pavin Smith,656976,smithpa04,Will Smith,669257,smithwi05,Chris Taylor,621035,tayloch03,Max Muncy,571970,muncyma01,Kenley Jansen,445276,janseke01,DJ Peters,656847,peterdj01,Yoshi Tsutsugo,660294,tsutsyo01,Gavin Lux,666158,luxga01,Mookie Betts,605141,bettsmo01,Justin Turner,457759,turneju01,"Kelly, M",518876,kellyme01,Soria,465657,soriajo01,Price,456034,priceda01,Nelson,519076,nelsoji02,Vesia,681911,vesiaal01,"Kelly, J",523260,kellyjo05,"González, V",624647,gonzavi02,Treinen,595014,treinbl01,Jansen,445276,janseke01
