game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID,Home_P_8_Name,Home_P_8_ID,Home_P_8_bbrefID
2022-03-28,706999,9,8,17,Matthew Batten,676946,battema01,James Wood,695578,Trayce Thompson,572204,thomptr01,Jackson Merrill,701538,merrija01,Luis Liberato,642451,liberlu01,Luis Campusano,669134,campulu01,Taylor Kohlwey,670128,kohlwta01,José Azocar,640492,azocajo01,C.J. Hinojosa,546994,JJ Muno,676827,Joel Booker,664689,Mark Payton,592622,paytoma01,Cornelius Randolph,663524,Patrick Kivlehan,623182,kivlepa01,Ryder Jones,624507,jonesry01,Laz Rivera,650528,Zack Collins,641470,colliza01,Alex Destino,656369,Musgrove,605397,musgrjo01,"Hill, T",657612,hillti01,Stammen,489334,stammcr01,Pagán,641941,paganem01,Leasher,669468,Johnson,572955,johnspi01,Higgins,572371,Giolito,608337,giolilu01,"Pérez, A",680970,"Johnson, T",656592,Crochet,676979,crochga01,Finnegan,605232,finnebr01,"Lambert, J",669424,lambeji01,"Ríos, Y",605441,riosya01,Banks,621383,banksta01
