game_id,game_date,runs_home,runs_away,runs_total,home_id,home_name,away_id,away_name,home_oddshark_id,away_oddshark_id,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID
746873,2024-06-05,7,6,13,112,Chicago Cubs,145,Chicago White Sox,27020,27018,Corey Julks,667452,julksco01,Nicky Lopez,670032,lopezni01,Luis Robert Jr.,673357,roberlu01,Gavin Sheets,657757,sheetga01,Andrew Vaughn,683734,vaughan01,Oscar Colás,693049,colasos01,Paul DeJong,657557,dejonpa01,Korey Lee,686676,leeko01,Mike Tauchman,643565,tauchmi01,Seiya Suzuki,673548,suzukse01,Cody Bellinger,641355,bellico01,Christopher Morel,666624,morelch01,Ian Happ,664023,happia01,Nico Hoerner,663538,hoernni01,Michael Busch,683737,buschmi02,Dansby Swanson,621020,swansda01,Jameson Taillon,592791,taillja01,Erick Fedde,607200,feddeer01,Porter Hodge,687863,hodgepo01,Drew Smyly,592767,smylydr01,Hayden Wesneski,669713,wesneha01,Mark Leiter Jr.,643410,leitema02,Héctor Neris,593576,nerishe01,Michael Soroka,647336,sorokmi01,Jared Shuster,694363,shustja01,John Brebbia,605154,brebbjo01,Michael Kopech,656629,kopecmi01
