game_date,gamepk,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2021-03-07,641589,4,4,Rodolfo Durán,660710,Luis García,677593,Matt Vierling,663837,vierlma01,Mickey Moniak,666160,moniami01,Luke Williams,663897,willilu01,Christian Bethancourt,542194,bethach01,Bryson Stott,681082,stottbr01,C.J. Chatham,641453,Johan Rojas,679032,rojasjo03,Chris Gittens,656467,gittech01,Trey Amburgey,664011,amburtr01,Sócrates Brito,593647,britoso01,Ryan LaMarre,534606,lamarry01,Robinson Chirinos,455139,chiriro01,Andrew Velazquez,623205,velazan01,Michael Beltre,642461,Ezequiel Duran,677649,duranez01,Hoy Park,660829,parkho01,Wheeler,554430,wheelza01,Hammer,670456,hammejd01,Nova,467100,novaiv01,Mitchell,571951,mitchbr01,Kintzler,445213,kintzbr01,Watson,453265,watsoto01,Montgomery,656756,montgjo01,Loáisiga,642528,loaisjo01,Luetge,476595,luetglu01,Goody,580792,goodyni01,Barraclough,607457,barraky01,Kriske,621139,kriskbr01
