game_date,gamepk,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID
2023-03-22,719003,4,4,Jonah Heim,641680,heimjo01,Sandro Fabian,660758,Anthony Gutierrez,703152,Cameron Cauley,695508,Nick Tanielu,657027,Frainyer Chavez,669413,Jonathan Ornelas,680716,orneljo01,Zion Bannister,691968,Keithron Moss,679736,Brett Wisely,689172,wiselbr01,Brett Auerbach,682266,Casey Schmitt,669477,schmica01,Ford Proctor,665154,proctfo01,Wilmer Flores,527038,florewi01,Jared Dupere,684855,Blake Sabol,666165,sabolbl01,Will Wilson,669717,Luis Matos,682641,matoslu02,"Gray, Jn",592351,grayjo02,Burke,656271,burkebr01,"Barnes, J",606930,barneja01,King,667463,kingjo01,Sborz,622250,sborzjo01,"Barlow, J",669618,barlojo01,Stripling,548389,stripro01,Alexander,518397,alexasc02,Junis,596001,junisja01,"Rogers, Ta",573124,rogerta01
