game_date,gamepk,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2024-02-29,748177,José Devers,672701,deverjo01,Griffin Conine,665052,Jacob Amaya,676070,amayaja01,Jonah Bride,681146,bridejo01,Paul McIntosh,682192,Curt Casali,592200,casalcu01,Jacob Berry,694351,Javier Sanoja,691594,Marty Costes,664753,Oswaldo Cabrera,665828,cabreos01,Jose Rojas,670351,rojasjo02,Caleb Durbin,702332,T.J. Rumfield,681198,Spencer Jones,682987,Greg Allen,656185,allengr01,Josh VanMeter,642165,vanmejo01,Ben Rice,700250,Kevin Smith,675656,smithke05,Weathers,677960,weathry01,Roberts,686762,Bender,669622,bendean01,Meyer,676974,meyerma01,"Maldonado, A",687424,maldoan01,Hoeing,663773,hoeinbr01,Beeter,690925,beetecl01,"Hamilton, I",641656,hamilia01,Marinaccio,676760,marinro01,Tully,668684,tullyta01,Misiewicz,664948,misiean01
