game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2022-03-31,707016,3,4,7,Mark Contreras,676628,contrma01,Elliot Soto,519303,sotoel01,Andrew Bechtold,657510,Edouard Julien,666397,julieed01,Stevie Berman,670281,Matt Wallner,670242,wallnma01,Miguel Sanó,593934,sanomi01,Cole Sturgeon,657017,Roy Morales,641896,Yolmer Sánchez,570560,sanchca01,Elih Marrero,663503,Alex Verdugo,657077,verdual01,Brandon Howlett,680914,Franchy Cordero,614173,cordefr02,Nick Sogard,686765,Christin Stewart,621514,stewach02,Rob Refsnyder,608701,refsnro01,Travis Shaw,543768,shawtr01,Bundy,605164,bundydy01,Cotton,605194,cottojh01,"Sanchez, M",532936,Cruz,674444,cruzst01,Laweryson,689520,Wacha,608379,wachami01,Mosqueda,665996,Schreiber,670167,schrejo01,"Holland, D",502706,hollade01,"Valdez, P",570488,valdeph01
