game_id,game_date,runs_home,runs_away,runs_total,home_id,home_name,away_id,away_name,home_oddshark_id,away_oddshark_id,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,over_under_runline
716388,2023-09-29,2,19,21,138,St. Louis Cardinals,113,Cincinnati Reds,27019,27000,Jonathan India,663697,indiajo01,TJ Friedl,670770,friedtj01,Spencer Steer,668715,steersp01,Christian Encarnacion-Strand,687952,encarch01,Nick Martini,605361,martini02,Tyler Stephenson,663886,stephty01,Elly De La Cruz,682829,delacel01,Noelvi Marte,682622,marteno01,Tommy Edman,669242,edmanto01,Paul Goldschmidt,502671,goldspa01,Jordan Walker,691023,walkejo02,Luken Baker,663609,bakerlu01,Lars Nootbaar,663457,nootbla01,Andrew Knizner,668800,kniznan01,José Fermín,665877,fermijo01,Richie Palacios,680700,palacri01,Jake Woodford,663765,woodfja01,Brandon Williamson,682227,willibr02,Casey Lawrence,596271,lawreca01,Andrew Suárez,605498,suarean01,Jacob Barnes,606930,barneja01,Matthew Liberatore,669461,liberma01,Carson Spiers,686730,spierca01,9.0
