game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2021-03-04,641557,5,1,6,George Valera,671655,Connor Marabell,664088,Ernie Clement,676391,clemeer01,Will Benson,666181,bensowi01,Bo Naylor,666310,naylobo01,Owen Miller,680911,milleow01,Alex Call,669743,callal02,Ryan Lavarnway,543432,lavarry01,Tyler Freeman,671289,freemty01,Pablo Reyes,622569,reyespa01,Freddy Zamora,668965,Corey Ray,641999,rayco01,Dustin Peterson,640460,peterdu01,Brice Turang,668930,turanbr02,Dylan Cozens,622226,cozendy01,Tristen Lutz,669157,Mario Feliciano,666128,felicma01,Garrett Mitchell,669003,mitchga01,Civale,650644,civalaa01,"Allen, L.S.",663531,allenlo01,Wittgren,621295,wittgni01,Parker,453284,parkebl01,"Johnson, DJ",597113,johnsdj01,Houser,605288,housead01,Lauer,641778,lauerer01,Andrews,677076,andrecl02,Ashby,676879,ashbyaa01,Small,663629,smallet01,"Torres-Costa, Q",665014,Cousins,664776,cousija01
