game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID
2022-04-22,663195,4,2,6,Bryan Reynolds,668804,reynobr01,Ben Gamel,592325,gamelbe01,Daniel Vogelbach,596129,vogelda01,Ke'Bryan Hayes,663647,hayeske01,Michael Chavis,656308,chavimi01,Josh VanMeter,642165,vanmejo01,Kevin Newman,621028,newmake01,Jake Marisnick,545350,marisja01,Roberto Pérez,547379,perezro02,Willson Contreras,575929,contrwi01,Nick Madrigal,663611,madrini01,Frank Schwindel,643524,schwifr01,Ian Happ,664023,happia01,Alfonso Rivas III,663845,rivasal01,Seiya Suzuki,673548,suzukse01,Jonathan Villar,542340,villajo01,Nico Hoerner,663538,hoernni01,Rafael Ortega,542364,ortegra01,Quintana,500779,quintjo01,Hembree,592390,hembrhe01,De Jong,608328,dejonch01,Bednar,670280,bednada01,"Stratton, C",608717,stratch01,Smyly,592767,smylydr01,"Thompson, K",624522,thompke02
