game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID
2023-03-20,719032,5,5,10,Jose Pastrano,691261,Emerson Purroy,699806,Micah Pries,687588,Richie Palacios,680700,palacri01,Roman Quinn,596451,quinnro01,Connor Kokx,701634,Zack Collins,641470,colliza01,David Fry,681807,fryda01,Amed Rosario,642708,rosaram01,Sandro Fabian,660758,Bubba Thompson,669352,thompbu01,Joe McCarthy,663411,mccarjo04,Clint Frazier,640449,frazicl01,Ezequiel Duran,677649,duranez01,Frainyer Chavez,669413,Yoshi Tsutsugo,660294,tsutsyo01,Sandy León,506702,leonsa01,Diosbel Arias,677690,Gaddis,683769,gaddihu01,"Kelly, M",547184,kellymi03,"Clase, E",661403,claseem01,Morgan,669212,morgael01,Sandlin,680704,sandlni01,Oviedo,665854,oviedlu01,Dunning,641540,dunnida01,"Barlow, J",669618,barlojo01,Hearn,621368,hearnta01,"Smith, W",519293,smithwi04
