game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID,Home_P_8_Name,Home_P_8_ID,Home_P_8_bbrefID
2021-03-24,641595,6,7,13,Caleb Hamilton,643348,hamilca01,Keon Broxton,542979,broxtke01,Andrew Romine,461865,rominan01,Jose Miranda,669304,miranjo01,Aaron Sabato,693306,Drew Maggi,543482,maggidr01,Tomás Telis,542513,telisto01,Spencer Steer,668715,steersp01,Trevor Larnach,663616,larnatr01,Dalton Kelly,665138,Wander Franco,677551,francwa01,Esteban Quiroz,606019,quiroes01,Garrett Whitley,663605,Blake Hunt,675448,Miles Mastrobuoni,670156,mastrmi01,Ryan Boldt,624416,Xavier Edwards,669364,edwarxa01,René Pinto,650907,pintore02,Pineda,501381,pinedmi01,Duffey,608648,duffety01,Shepherd,605469,shephch01,Waddell,663399,waddebr01,Sparkman,642098,sparkgl01,Archer,502042,archech01,Krehbiel,607216,krehbjo01,Castillo. D,650895,castidi01,"Anderson, N",623433,anderni01,Fairbanks,664126,fairbpe01,Kittredge,552640,kittran01,"Thompson, R",657044,thompry02,Head,545343,headlo01
