game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_7_Name,Home_P_7_ID
2023-03-03,719289,4,7,11,Eddy Alvarez,657193,alvared01,Zavier Warren,680518,Blake Perkins,663368,perkibl01,Jon Singleton,572138,singljo02,Payton Henry,668721,henrypa01,Monte Harrison,656509,harrimo01,Tristen Lutz,669157,Matthew Wood,687783,Andruw Monasterio,655316,monasan01,Gabriel Arias,672356,ariasga01,Zack Collins,641470,colliza01,Angel Martínez,682657,Micah Pries,687588,Meibrys Viloria,650619,vilorme01,Jhonkensy Noel,678877,Brayan Rocchio,677587,rocchbr01,Petey Halpin,690984,Juan Brito,682877,"Wilson, B",669060,wilsobr02,Houser,605288,housead01,Strzelecki,657265,strzepe01,Milner,571948,milneho01,Payamps,606303,payamjo01,Cousins,664776,cousija01,Bowman,689337,Plesac,668676,plesaza01,Jones,669437,Herrin,682120,herriti01,Gaddis,683769,gaddihu01,Oviedo,665854,oviedlu01,Bilous,663467,Mikolajchak,679777
