game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_8_Name,Away_P_8_ID,Away_P_8_bbrefID,Away_P_9_Name,Away_P_9_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID
2024-03-25,747816,6,3,9,Ricardo Gonzalez,800357,Dru Baker,681333,Jose Sanabria,800343,Alex Jackson,656577,jacksal02,Tanner Murray,695020,Matthew Dyer,686546,Austin Shenton,668853,shentau01,Elis Barreat,692412,Narciso Polanco,800440,Kendall Simmons,669227,Edmundo Sosa,624641,sosaed01,Keaton Anthony,805704,Lou Albrecht,815694,Casey Martin,676045,Johan Rojas,679032,rojasjo03,Baron Radcliff,676288,Ryan Leitch,683318,Cristian Pache,665506,pachecr01,Waguespack,621097,wagueja01,Alvarez,670389,Armstrong,542888,armstsh01,Cleavinger,664076,cleavga01,Adam,592094,adamja01,Poche,621363,pocheco01,Belge,666122,Fairbanks,664126,fairbpe01,Goss,683101,"Buchanan, D",571527,buchada01,"Soto, G",642397,sotogr01,Hoffman,656546,hoffmje02,Alvarado,621237,alvarjo03,Domínguez,622554,dominse01,"Ortiz, L.F.",656814,ortizlu02,Contreras,678713
