game_id,game_date,runs_home,runs_away,runs_total,home_id,home_name,away_id,away_name,home_oddshark_id,away_oddshark_id,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,over_under_runline
716453,2023-09-24,2,3,5,111,Boston Red Sox,145,Chicago White Sox,27021,27018,Elvis Andrus,462101,andruel01,Andrew Benintendi,643217,beninan01,Luis Robert Jr.,673357,roberlu01,Eloy Jiménez,650391,jimenel02,Andrew Vaughn,683734,vaughan01,Gavin Sheets,657757,sheetga01,Lenyn Sosa,672820,sosale01,Zach Remillard,621545,remilza01,Ceddanne Rafaela,678882,rafaece01,Rafael Devers,646240,deverra01,Justin Turner,457759,turneju01,Masataka Yoshida,807799,yoshima02,Adam Duvall,594807,duvalad01,Wilyer Abreu,677800,abreuwi02,Pablo Reyes,622569,reyespa01,Enmanuel Valdez,665839,valdeen01,Kutter Crawford,676710,crawfku01,Mike Clevinger,605182,clevimi01,Chris Murphy,669684,murphch01,8.5
