game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2024-03-14,747968,4,7,11,James Free,686989,Allan Cerda,678323,Ricardo Cabrera,703150,Austin Hendrick,690988,Logan Tanner,683091,Justice Thompson,681142,Hernán Pérez,541650,perezhe01,Miguel Hernandez,665912,Stuart Fairchild,656413,faircst01,Elier Hernandez,609274,hernael02,Jax Biggers,680890,Sandro Fabian,660758,Justin Foscue,679822,foscuju01,Wyatt Langford,694671,langfwy01,Josh Hatcher,677049,Alex De Goti,621008,degotal01,Andrew Knapp,595284,knappan01,Derek Hill,656537,hillde01,Antone,622088,antonte01,Kriske,621139,kriskbr01,"Díaz, A",664747,diazal03,"Farmer, B",571656,farmebu01,Sims,608371,simslu01,"Cruz, F",518585,cruzfe01,Byrne,680758,"Gray, Jn",592351,grayjo02,Burke,656271,burkebr01,"Hernández, J",642546,hernajo02,Robert,642016,Robertson,502085,roberda08
