game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2023-03-04,730650,10,9,19,James Free,686989,Jhonny Pereda,640902,peredjh01,Nick Martini,605361,martini02,Nick Plummer,663911,plummni01,Matt McLain,680574,mclaima01,Michael Siani,672279,sianimi01,Richie Martin,621006,martiri01,Nick Quintana,666161,Alex McGarry,685127,Lawrence Butler,671732,butlela01,Cody Thomas,642137,thomaco01,Conner Capel,668843,capelco01,Kevin Cron,605196,cronke01,Jonah Bride,681146,bridejo01,Max Muncy,691777,Tyler Soderstrom,691016,soderty01,Zack Gelof,680869,gelofza01,JJ Bleday,668709,bledajj01,"Greene, H",668881,greenhu01,Richardson,680689,richaly01,Guerrero,594027,guerrta01,Gibaut,664139,gibauia01,Kuhnel,669270,kuhnejo01,Sanmartin,665665,sanmare01,Rucinski,607968,rucindr01,Wieland,543921,wielajo01,Cushing,681007,"Smith, C",663385,smithch12,Supak,657022,Acton,670183,actonga01
