game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID
2021-03-12,642158,2,8,10,Greg Jones,675659,Dalton Kelly,665138,Moisés Gómez,664332,Vidal Bruján,660644,brujavi01,Tristan Gray,656484,graytr01,Garrett Whitley,663605,Xavier Edwards,669364,edwarxa01,Brett Sullivan,664954,sullibr01,Chris Betts,663341,Jeter Downs,669023,downsje01,Marcus Wilson,657129,wilsoma02,Jett Bandy,542908,bandyje01,Josh Ockimey,656807,Jarren Duran,680776,duranja01,Chad De La Guerra,664750,Xander Bogaerts,593428,bogaexa01,Michael Gettys,656455,Archer,502042,archech01,"Thompson, R",657044,thompry02,"Richards, T",670950,richatr01,Strickland,519326,strichu01,Kittredge,552640,kittran01,Mazza,607391,mazzach01,Krehbiel,607216,krehbjo01,"Richards, G",572070,richaga01,Sawamura,617228,sawamhi01,"Espinal, R",642659,espinra01,Bazardo,660825,bazared01,McCarthy,641838,mccarke01,Blair,518464
