game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2023-03-04,719271,12,6,18,Tucker Bradley,674646,CJ Alexander,680769,Jean Ramirez,683031,Angelo Castellano,613546,Kale Emshoff,668860,Jeison Guzmán,665834,Nick Loftin,679845,loftini01,Tyler Cropley,680418,croplty01,Morgan McCullough,668833,Michel Triana,691403,Allan Cerda,678323,Austin Hendrick,690988,TJ Hopkins,686759,hopkitj01,Noelvi Marte,682622,marteno01,Edwin Arroyo,695490,Chuckie Robinson,642020,robinch04,Jose Torres,686958,Nicholas Northcut,678021,Heasley,669169,heasljo01,Chapman,547973,chapmar01,"Taylor, J",657031,taylojo02,"Castillo, M",666721,castima03,Bowlan,680742,bowlajo01,Veneziano,685107,venezan01,Overton,656818,overtco01,Stoudt,686651,stoudle01,Bracho,611093,brachsi01,Sims,608371,simslu01,"Díaz, A",664747,diazal03,Karcher,676689,karchri01
