game_date,gamepk,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID
2024-03-03,748130,José Devers,672701,deverjo01,Bryan De La Cruz,650559,delacbr01,Jonah Bride,681146,bridejo01,Victor Mesa Jr.,683748,Jacob Berry,694351,Christian Bethancourt,542194,bethach01,Will Banfield,677943,Xavier Edwards,669364,edwarxa01,Jesús Sánchez,660821,sanchje02,Jesse Winker,608385,winkeje01,Ildemaro Vargas,545121,vargail01,James Wood,695578,Nick Senzel,669222,senzeni01,Jake Alu,666906,aluja01,Keibert Ruiz,660688,ruizke01,Lane Thomas,657041,thomala02,Victor Robles,645302,roblevi01,Joey Meneses,608841,menesjo01,"Chirinos, Y",630023,chiriyo01,Davies,605200,davieza02
