,game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Home_SP_Name,Home_SP_ID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_4_Name,Home_P_4_ID
0,2024-05-24,745822,8,7,15,Heliot Ramos,671218,Jorge Soler,624585,Thairo Estrada,642731,Patrick Bailey,672275,Matt Chapman,656305,Marco Luciano,682617,LaMonte Wade Jr.,664774,Luis Matos,682641,Mike Yastrzemski,573262,Tyrone Taylor,621438,Jeff McNeil,643446,Mark Vientos,668901,Brett Baty,683146,J.D. Martinez,502110,DJ Stewart,621466,Starling Marte,516782,Francisco Lindor,596019,Brandon Nimmo,607043,Harrison,690986,Avila,687014,"Walker, R",676254,Doval,666808,Scott,681035,Díaz,621242,"Garrett, R",657585,"López, Jo",605347
