game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID
2023-03-03,719287,6,4,10,Tucker Bradley,674646,CJ Alexander,680769,Angelo Castellano,613546,Tyler Gentry,694355,Jeison Guzmán,665834,Clay Dungan,687867,Luca Tresh,681123,Nick Loftin,679845,loftini01,Logan Porter,682515,portelo01,Lawrence Butler,671732,butlela01,Pablo Reyes,622569,reyespa01,Cody Thomas,642137,thomaco01,Ernie Clement,676391,clemeer01,Jordan Diaz,672478,diazjo03,Yohel Pozo,650968,pozoyo01,Dérmis Garcia,660650,garcide02,Kevin Smith,675656,smithke05,Denzel Clarke,672016,"Keller, B",641745,kellebr01,"Barlow, S",605130,barlosc01,Coleman,669395,colemdy01,Lovelady,663992,lovelri01,Wittgren,621295,wittgni01,Sisk,681895,Cruz,674444,cruzst01,Muller,666205,mulleky01,Conley,676785,Tarnok,676206,tarnofr01,"Williams, G",624526,Hall,687205,"Garcia, Ri",670329,garciri01,Long,621048
