game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID
2022-03-30,706902,4,9,13,Matt Gorski,685301,Dariel Lopez,683593,Travis Swaggerty,680552,swaggtr01,Josh Bissonette,673983,Jase Bowen,687749,Daniel Amaral,663610,Aaron Shackelford,687823,Taylor Davis,543089,davista01,Francisco Acuna,672696,Curtis Terry,663799,terrycu01,Elliot Soto,519303,sotoel01,José Godoy,608422,godoyjo01,Derek Fisher,605233,fishede01,Daniel Robertson,621002,roberda10,Jake Cave,595909,caveja01,Jose Miranda,669304,miranjo01,Cole Sturgeon,657017,Trevor Larnach,663616,larnatr01,"Wilson, B",669060,wilsobr02,Vieaux,664944,vieauca01,Peters,596071,peterdi01,"Melendez, C",658667,Eckelman,664158,Banda,607455,bandaan01,Howard,607572,howarsa01,Winder,680739,windejo01,"Rogers, Ta",573124,rogerta01,Duffey,608648,duffety01,Thielbar,573204,thielca01,"Hamilton, I",641656,hamilia01,"Romero, J",664584,romerjh01,Gore,641625
