game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID,Home_P_8_Name,Home_P_8_ID
2024-02-29,748174,10,9,19,Adael Amador,691182,Yanquiel Fernandez,692585,Bladimir Restituyo,678837,Hunter Goodman,696100,goodmhu01,Zac Veen,691728,Benny Montgomery,695603,Willie MacIver,680862,Warming Bernabel,682653,Ryan Ritter,690022,Jefferson Rojas,800473,Owen Caissie,683357,Chase Strumpf,668664,Pete Crow-Armstrong,691718,crowape01,Jonathon Long,675085,Joe Hudson,621529,hudsojo03,Darius Hill,675628,Bryce Windham,690180,David Bote,623520,boteda01,"Hudson, Dak",641712,hudsoda02,"Lambert, P",663567,lambepe01,Molina,683627,molinan01,Kinley,641755,kinlety01,Beeks,656222,beeksja02,Koch,571863,kochma01,"Adams, C",664856,adamsch01,Smyly,592767,smylydr01,Clarke,669247,Neris,593576,nerishe01,Palencia,694037,palenda01,Bigge,685801,"Brown, Be",676962,brownbe02,"Escobar, Edw",546276,escobed02,Sanders,676742
