game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Away_P_7_Name,Away_P_7_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2024-03-01,748165,10,8,18,Alberto Hernandez,800516,C.J. Stubbs,667690,Luke Berryhill,666124,Joey Loperfido,694388,loperjo01,Kenedy Corona,685744,Brice Matthews,694728,Jordan Brewer,685084,Jacob Melton,689200,Chad Stevens,677060,Brady House,691781,Jordy Barley,672357,James Wood,695578,Alex Call,669743,callal02,Jake Alu,666906,aluja01,Lewin Díaz,650331,diazle01,Darren Baker,671117,Robert Hassell III,690987,Israel Pineda,672832,pinedis01,"Valdez, F",664285,valdefr01,Kuhnel,669270,kuhnejo01,Pressly,519151,pressry01,"Brown, H",686613,brownhu01,Kouba,688763,Blubaugh,805123,Endersby,684544,Gore,669022,gorema01,Bleier,542947,bleieri01,"Barnes, J",606930,barneja01,"Irvin, J",663623,irvinja01,Weems,607179,weemsjo01,Gsellman,607229,gsellro01
