game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2022-03-28,706989,4,2,6,Alexander Canario,672744,canaral01,Reginald Preciado,691262,P.J. Higgins,664731,higgipj01,Darius Hill,675628,Jared Young,676724,youngja02,Brennen Davis,680695,Zach Davis,667493,Levi Jordan,682119,Christian Donahue,656378,Elly De La Cruz,682829,delacel01,Matt Lloyd,651016,Jack Rogers,679788,Mat Nelson,680756,J.V. Martinez,666638,JT Riddle,595375,riddljt01,Michael Siani,672279,sianimi01,Leo Rivas,660844,rivasle01,Allen Córdoba,642707,cordoal01,Stroman,573186,stromma01,"Holder, J",656547,holdejo02,Sampson,592716,sampsad01,Gonsalves,624427,gonsast01,"Rodríguez, M",655889,rodrima01,Roberts,681799,roberet01,Mahle,641816,mahlety01,"Green, N",643340,Santillan,663574,santito01,Duarte,650960,duartda01,Moreta,664294,moretda01,"Díaz, A",664747,diazal03
