gamepk,game_date,runs_home,runs_away,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID
717032,2023-08-11,6,1,7,Jurickson Profar,595777,profaju01,Ezequiel Tovar,678662,tovarez01,Ryan McMahon,641857,mcmahry01,Brendan Rodgers,663898,rodgebr02,Elias Díaz,553869,diazel01,Nolan Jones,666134,jonesno01,Michael Toglia,669911,toglimi01,Harold Castro,605612,castrha01,Brenton Doyle,686668,doylebr02,Mookie Betts,605141,bettsmo01,Freddie Freeman,518692,freemfr01,Will Smith,669257,smithwi05,Amed Rosario,642708,rosaram01,Enrique Hernández,571771,hernaen02,James Outman,681546,outmaja01,Chris Taylor,621035,tayloch03,David Peralta,444482,peralda01,Miguel Rojas,500743,rojasmi02,Lance Lynn,458681,lynnla01,Austin Gomber,596295,gombeau01,Caleb Ferguson,657571,ferguca01,Alex Vesia,681911,vesiaal01,Yency Almonte,622075,almonye01,Ryan Brasier,518489,brasiry01,Justin Bruihl,677865,bruihju01,Jake Bird,656234,birdja01
