game_id,game_date,runs_home,runs_away,runs_total,home_id,home_name,away_id,away_name,home_oddshark_id,away_oddshark_id,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,over_under_runline
633100,2021-07-30,2,6,8,121,New York Mets,113,Cincinnati Reds,27014,27000,Jonathan India,663697,indiajo01,Jesse Winker,608385,winkeje01,Kyle Farmer,571657,farmeky01,Joey Votto,458015,vottojo01,Tyler Naquin,571980,naquity01,Tucker Barnhart,571466,barnhtu01,Eugenio Suárez,553993,suareeu01,Shogo Akiyama,673451,akiyash01,Brandon Nimmo,607043,nimmobr01,Jeff McNeil,643446,mcneije01,Pete Alonso,624413,alonspe01,Dominic Smith,642086,smithdo02,Michael Conforto,624424,confomi01,Jonathan Villar,542340,villajo01,Tomás Nido,621512,nidoto01,Luis Guillorme,641645,guilllu01,Carlos Carrasco,471911,carraca01,Sonny Gray,543243,grayso01,Miguel Castro,612434,castrmi01,Drew Smith,622098,smithdr01,Anthony Banda,607455,bandaan01,Michael Lorenzen,547179,lorenmi01,Mychal Givens,571710,givenmy01,Amir Garrett,607237,garream01,8.0
