game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_7_Name,Away_P_7_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2023-02-25,719392,2,4,6,Max McDowell,664120,Cam Cannon,669069,Cade Fergus,681495,Nick Ward,682187,Jim Haley,670113,Nick Podkul,674951,Pedro Martinez,680932,Leandro Pineda,683610,Baron Radcliff,676288,Michael Papierski,657709,papiemi01,Brendon Davis,663478,davisbr04,Zack Short,670097,shortza01,Jonathan Davis,641505,davisjo05,Dillon Dingler,693307,Colt Keith,690993,keithco01,Jermaine Palacios,650339,palacje01,Mario Feliciano,666128,felicma01,Andre Lipcius,686531,lipcian01,Plassmeyer,674681,plassmi01,Uelmen,657272,uelmeer01,"Ortiz, L.F.",656814,ortizlu02,"Walker, J",668683,walkeje02,Jewell,657228,jewelja01,Hernandez,674342,Skirrow,659418,"Hill, G",682051,hillga02,Wolf,663684,"Díaz, M",622766,diazmi02,Englert,669438,englema01,Logue,656657,logueza01,Chentouf,663506,De Jesus,669804,dejesan01
