game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2022-03-31,706795,3,5,8,Kody Clemens,665019,clemeko01,Eric De La Rosa,680763,Ryan Lavarnway,543432,lavarry01,Gage Workman,669398,Andre Lipcius,686531,lipcian01,Daniel Cabrera,668667,Kerry Carpenter,681481,carpeke01,Ryan Kreidler,668952,kreidry01,Jack López,605346,lopezja03,Nathan Lukes,664770,lukesna01,Eric Stamets,608715,stameer01,Rafael Lantigua,672463,Gosuke Katoh,641741,katohgo01,Garrett Spain,696521,Kellin Deglan,592256,LJ Talley,663544,Will Robertson,683770,Lourdes Gurriel Jr.,666971,gurrilo01,Manning,666159,mannima02,Vest,676684,vestwi01,"García, R",665621,garciro03,"Jiménez, J",641729,jimenjo02,Lange,656638,langeal01,Manoah,666201,manoaal01,Merryweather,657240,merryju01,"Vasquez, A",607755,vasquan02,Phelps,475479,phelpda01,Cimber,643256,cimbead01,Biagini,607352,biagijo01
