game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2021-03-29,641901,3,3,6,Luis Guillorme,641645,guilllu01,Drew Ferguson,664916,Brandon Drury,592273,drurybr01,José Peraza,606299,perazjo01,Albert Almora Jr.,546991,almoral01,Pete Crow-Armstrong,691718,crowape01,Trevor Hildenberger,657610,hildetr01,Jake Hager,606993,hagerja01,Caleb Joseph,543376,josepca01,Max Moroff,621559,morofma01,Justin Toerner,682109,Andrew Knizner,668800,kniznan01,Edmundo Sosa,624641,sosaed01,Austin Dean,621573,deanau01,John Nogowski,596056,nogowjo01,Giovanny Gallegos,606149,gallegi01,Scott Hurst,656568,hurstsc01,José Rondón,602922,rondojo02,"Walker, T",592836,walketa01,Castro,612434,castrmi01,Gsellman,607229,gsellro01,Blevins,460283,blevije01,Hildenberger,657610,hildetr01,Wainwright,425794,wainwad01,Cruz,672911,cruzje01,Martinez,593372,martica04,"Miller, A",453192,millean01,Helsley,664854,helslry01,Gallegos,606149,gallegi01
