game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID
2022-03-31,706909,10,5,15,Austin Romine,519222,rominau01,Preston Palmeiro,641945,Michael Stefanic,683021,stefami01,Jack Mayfield,608686,mayfija01,Jose Rojas,670351,rojasjo02,Tyler Wade,642180,wadety01,Brandon Marsh,669016,marshbr02,Kyle Kasser,681143,Jo Adell,666176,adelljo01,Jamie Westbrook,642197,Tyler Black,672012,blackty01,Garrett Mitchell,669003,mitchga01,Keston Hiura,669374,hiurake01,Tristen Lutz,669157,Jakson Reetz,656883,reetzja01,Brent Diaz,676919,Yeison Coca,665883,Carlos D. Rodriguez,677578,Ohtani,660271,ohtansh01,Herget,623474,hergeji01,"Iglesias, R",628452,iglesra01,Loup,571901,loupaa01,Barraclough,607457,barraky01,Moran,572383,moranbr01,Lauer,641778,lauerer01,Sadzeck,592712,sadzeco01,Walters,663534,waltena01,Boxberger,502202,boxbebr01,Gott,641627,gotttr01,Mejía,650496,mejiaje02,Hasler,694642
