game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID
2023-03-25,718954,4,7,11,Mike Ford,645801,fordmi01,Delino DeShields,592261,deshide02,Jake Scheiner,676595,Zach DeLoach,676113,deloaza01,Leo Rivas,660844,rivasle01,Josh Morgan,656766,Axel Sanchez,692046,Ben Ramirez,668756,Alberto Rodriguez,679754,Brett Auerbach,682266,Shane Matheny,676847,Ford Proctor,665154,proctfo01,Michael Gigliotti,669377,Austin Wynns,642851,wynnsau01,Tyler Fitzgerald,666149,fitzgty01,Will Wilson,669717,Ismael Munguia,665998,Luis Matos,682641,matoslu02,"Miller, B",682243,millebr04,Alford,688230,Carlson,672277,"Taylor, T",700187,Adcock,686654,adcocty01,Arias,674375,Webb,657277,webblo01,Hjelle,663546,hjellse01,"Rogers, Ta",573124,rogerta01,Bivens,702352
