game_date,gamepk,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID
2023-08-09,717066,7,7,Blake Rutherford,666164,ruthebl01,CJ Abrams,682928,abramcj01,Joey Meneses,608841,menesjo01,Ildemaro Vargas,545121,vargail01,Dominic Smith,642086,smithdo02,Alex Call,669743,callal02,Jake Alu,666906,aluja01,Keibert Ruiz,660688,ruizke01,Lane Thomas,657041,thomala02,Bryce Harper,547180,harpebr03,J.T. Realmuto,592663,realmjt01,Edmundo Sosa,624641,sosaed01,Weston Wilson,642215,wilsowe01,Rodolfo Castro,666801,castrro01,Nick Castellanos,592206,casteni01,Alec Bohm,664761,bohmal01,Johan Rojas,679032,rojasjo03,Trea Turner,607208,turnetr01,Gore,669022,gorema01,"Abbott, C",676265,abbotco01,"Garcia, Ro",676395,garciro04,Lorenzen,547179,lorenmi01
