game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2022-04-02,706990,3,6,9,James Wood,695578,Austin Nola,543592,nolaau01,Wyatt Hoffman,703715,Jackson Merrill,701538,merrija01,Robert Hassell III,690987,Euribiel Angeles,683494,Joshua Mears,687084,Taylor Kohlwey,670128,kohlwta01,José Azocar,640492,azocajo01,Matt Lloyd,651016,Jonathan Willems,666635,Tyler Stephenson,663886,stephty01,J.V. Martinez,666638,Tyler Naquin,571980,naquity01,Jacob Hurtubise,674441,hurtuja01,Ashton Creal,689328,Allen Córdoba,642707,cordoal01,Jose Torres,686958,Musgrove,605397,musgrjo01,Higgins,572371,Bergen,664157,bergetr01,Adams,613534,adamsau02,"Suarez, R",663158,suarero01,Mahle,641816,mahlety01,Hoffman,656546,hoffmje02,"Díaz, A",664747,diazal03,Cessa,570666,cessalu01,"Warren, A",605521,warrear01,Moreta,664294,moretda01
