game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_7_Name,Away_P_7_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID,Home_P_8_Name,Home_P_8_ID,Home_P_9_Name,Home_P_9_ID,Home_P_9_bbrefID,Home_P_10_Name,Home_P_10_ID
2024-03-04,748113,2,5,7,Kody Clemens,665019,clemeko01,Rodolfo Castro,666801,castrro01,Nick Podkul,674951,William Simoneit,686766,Carlos De La Cruz,678926,Cody Roberts,663944,Esteban Quiroz,606019,quiroes01,Cal Stevenson,670276,steveca01,Símon Muzziotti,665922,muzzisi01,Luis De Los Santos,665782,Dylan Rock,676423,Will Robertson,683770,Steward Berroa,672642,Manuel Beltre,694202,Andres Sosa,703245,Nathan Lukes,664770,lukesna01,Orelvis Martinez,682619,Damiano Palmegiani,671913,"Nelson, N",656793,nelsoni01,"Ruiz, J",614179,ruizjo01,McGarry,676046,Lazar,676661,Burr,621114,burrry01,Haake,676252,"Hernandez, Cr",678707,Parsons,641149,parsowe01,"Richards, T",670950,richatr01,Romano,605447,romanjo03,"Mendoza, A",665959,"García, Y",554340,garciyi01,Mayza,641835,mayzati01,Green,643338,greench03,Melean,678287,"Cabrera, G",650893,cabrege01,Eisert,685126
