game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID
2022-03-18,706813,5,5,10,Gabriel Cancel,663708,Dairon Blanco,680118,blancda02,Sebastián  Rivero,665861,riverse01,Kyle Isbel,664728,isbelky01,Ivan Castillo,622668,castiiv01,Clay Dungan,687867,Edward Olivares,658668,olivaed02,MJ Melendez,669004,melenmj01,Nick Pratto,668472,prattni01,Yonny Hernández,660634,hernayo02,Dustin Harris,687957,Yohel Pozo,650968,pozoyo01,Blaine Crim,688760,Josh Smith,669701,smithjo11,Davis Wendzel,673995,wendzda01,Bubba Thompson,669352,thompbu01,Joe McCarthy,663411,mccarjo04,Meibrys Viloria,650619,vilorme01,Heasley,669169,heasljo01,Griffin,656492,grifffo01,"Peacock, B",502748,peacobr01,Brewer,605155,breweco01,Snider,676092,snideco01,Vines,669114,Cuas,621016,cuasjo01,Latz,656641,latzja01,Bradford,674003,bradfco01,Bush,456713,bushma01,Leiter,683004,leiteja01,Ryan,656924,ryanry01,Tinoco,622786,tinocje01,Robert,642016
