game_date,gamepk,runs_away,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2022-10-07,715767,4,4,Adam Frazier,624428,fraziad01,Mitch Haniger,571745,hanigmi01,J.P. Crawford,641487,crawfjp01,Cal Raleigh,663728,raleica01,Eugenio Suárez,553993,suareeu01,Ty France,664034,francty01,Julio Rodríguez,677594,rodriju01,Jarred Kelenic,672284,kelenja01,Carlos Santana,467793,santaca01,Bo Bichette,666182,bichebo01,Matt Chapman,656305,chapmma01,Whit Merrifield,593160,merriwh01,George Springer,543807,springe01,Teoscar Hernández,606192,hernate01,Vladimir Guerrero Jr.,665489,guerrvl02,Danny Jansen,643376,janseda01,Raimel Tapia,606132,tapiara01,Alejandro Kirk,672386,kirkal01,"Castillo, L",622491,castilu02,"Muñoz, A",662253,munozan01,Manoah,666201,manoaal01,Mayza,641835,mayzati01,"García, Y",554340,garciyi01,Pop,647315,popza01,"Richards, T",670950,richatr01,Cimber,643256,cimbead01
