game_id,game_date,runs_home,runs_away,runs_total,home_id,home_name,away_id,away_name,home_oddshark_id,away_oddshark_id,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,over_under_runline
663133,2022-09-02,3,2,5,113,Cincinnati Reds,115,Colorado Rockies,27000,27004,Ryan McMahon,641857,mcmahry01,Brendan Rodgers,663898,rodgebr02,Charlie Blackmon,453568,blackch02,C.J. Cron,543068,croncj01,Jose Iglesias,578428,iglesjo01,Randal Grichuk,545341,grichra01,Michael Toglia,669911,toglimi01,Elias Díaz,553869,diazel01,Jonathan India,663697,indiajo01,Nick Senzel,669222,senzeni01,Kyle Farmer,571657,farmeky01,Donovan Solano,456781,solando01,Stuart Fairchild,656413,faircst01,Aristides Aquino,606157,aquinar01,Spencer Steer,668715,steersp01,Jose Barrero,676480,garcijo02,Luis Cessa,570666,cessalu01,Kyle Freeland,607536,freelky01,Fernando Cruz,518585,cruzfe01,Joel Kuhnel,669270,kuhnejo01,Buck Farmer,571656,farmebu01,Alexis Díaz,664747,diazal03,Justin Lawrence,664875,lawreju01,Dinelson Lamet,659275,lametdi01,Carlos Estévez,608032,estevca01,Alex Colomé,517008,colomal01,9.0
