game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID
2021-03-12,642189,3,4,7,Josh VanMeter,642165,vanmejo01,Trayce Thompson,572204,thomptr01,Bryan Holaday,592407,holadbr01,Geraldo Perdomo,672695,perdoge01,Wyatt Mathisen,621500,mathiwy01,Seth Beer,666179,beerse01,Domingo Leyba,642736,leybado01,Juniel Querecuto,578570,quereju01,Stuart Fairchild,656413,faircst01,Luis Rengifo,650859,rengilu01,Albert Pujols,405395,pujolal01,Scott Schebler,594988,schebsc01,Taylor Ward,621493,wardta01,Jon Jay,445055,jayjo02,Franklin Barreto,620439,barrefr02,Jose Rojas,670351,rojasjo02,Anthony Mulrine,688226,Juan Lagares,501571,lagarju01,Gallen,668678,galleza01,Mella,622492,mellake01,Soria,465657,soriajo01,"Smith, R",642092,smithri01,Quintana,500779,quintjo01,"Guerra, J",448855,guerrju02,Barria,642545,barrija01,"Suarez, J",660761,suarejo01
