game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2024-02-29,748168,1,2,3,Yusniel Díaz,666783,diazyu01,Cooper Hummel,669450,hummeco01,Trenton Brooks,670092,Wade Meckler,685133,mecklwa01,Blake Sabol,666165,sabolbl01,Donovan Walton,622268,waltodo01,Will Wilson,669717,Grant McCray,687529,Otto Lopez,672640,lopezot01,Jordan Lawlar,691783,lawlajo01,Adrian Del Castillo,680728,Ivan Melendez,699471,Kevin Graham,681184,Kristian Robinson,677565,Jancarlos Cintron,676857,Caleb Roberts,681134,Andrés Chaparro,665953,Jack Hurley,694815,Webb,657277,webblo01,"Walker, R",676254,walkery01,Stashak,664054,stashco01,"Romero, T",676720,romerto01,Seymour,693313,"Nelson, R",669194,nelsory01,"Castellanos, H",528748,castehu01,"Green, J",681401,"Castillo, J",620454,castijo03,"Rodriguez, C",669735,rodrich01,Karcher,676689,karchri01
